movie,genre,year,link,summary,celebrity1,celebrity2,celebrity3,celebrity4,celebrity5,celebrity6,,
月满轩尼诗 月滿軒尼詩,喜剧爱情,2010,"https://movie.douban.com/subject/3777800
",香港湾仔，电器行老板娘（鲍起静饰）丈夫早亡，她和妹妹共同抚养儿子阿来（张学友饰）。但后者终日沉迷侦探小说，41岁依然单身，还常会跟想象中的亡父对话。在一场相亲宴上，阿来见到了洁具行售货员爱莲（汤唯饰），起初有点尴尬，后来在茶餐厅，两人谈笑风生。不过，爱莲一直挂念狱中的古惑仔男友阿旭（安志杰饰），所以对这门亲事只是敷衍。阿来同样接到了前女友（张可颐饰）的邀请，出任男模，两人似乎重新擦出了火花。虽然阿来和爱莲各怀心事，但两人却在轩尼诗道再度重逢。与此同时，老板娘却因为报税之事跟老相好（李修贤饰）闹了别扭，而且，一直蒙在鼓里的她还目睹了阿旭与爱莲牵手逛街。经受不住打击的她彻底崩溃、住进了医院。此后，阿来跟前女友，爱莲跟阿旭的感情却发生了变化……,岸西 导演,张学友 演员,汤唯 演员,鲍起静 演员,李修贤 演员,安志杰 演员,,
舒克和贝塔,动画儿童,1989,"https://movie.douban.com/subject/1870436
",贝塔是一只宠物鼠，他经常会驾着小主人的小坦克对付老是欺负他的大花猫，好不神气；而舒克则是一只生活在丛林里的小老鼠，一次偶然，他得到了一架小小的直升飞机，有了直升机后，舒克经常开着它在丛林中飞来飞去，帮助朋友们。终于，贝塔厌倦了整天呆在家里的生活，决定开着他的坦克出外闯荡世界。某天早上，贝塔出发了。当他的坦克来到了丛林后，发现舒克的直升机。两人由此交上了手。一番大战后，两人终于握手言和，而且成了好朋友。这对海空作战的好拍档开始了他们的冒险之旅！,严定宪 导演,林文肖 导演,翟巍 配音,洪海天 配音,郑渊洁 原著作者,姚忠礼 编剧,,
老男孩 올드보이,剧情动作悬疑惊悚,2003,"https://movie.douban.com/subject/1308865
",女儿生日那天，中年男子吴大修（崔岷植饰）在醉酒回家路上，突遭不明身份的人绑架失踪。就此，他毫无理由地被囚禁在一个神秘的私人监狱中。寻死未果的吴大修，每天看电视，三餐吃煎饺。通过电视，他得知妻子已遭杀害，女儿下落不明，自己更被怀疑为凶手。就此，吴大修开始锻炼身体，决心复仇，并在牢中度过漫长的15年。当吴秘密挖通墙壁时，却在某一天被放出，得以重见天日。他不顾一切地寻找自己被绑架囚禁的原因，并展开疯狂的复仇计划。他遇见了年轻的寿司女店员（姜惠贞饰），并借助同窗老友追寻仇人，成功惩罚了监狱看守（吴达庶饰）一番。与此同时，幕后仇人李有真（刘智泰饰）也浮出水面……,朴赞郁 导演,崔岷植 饰 吴大秀,刘智泰 饰 李佑镇,姜惠贞 饰 美道,金秉玉 饰 警护室长,吴达洙 饰 监狱长,,
欲望都市 Sex and the City,剧情喜剧爱情,2008,"https://movie.douban.com/subject/2082013
",凯莉（萨拉•杰西卡•帕克饰）成为了一个成功的作家，身边依然有3名好友萨曼莎（金•卡特拉尔饰）、夏洛特（克里斯汀•戴维斯饰）、米兰达（辛西娅•尼克松饰）陪伴身边，她们依然时尚美丽。这次凯莉还即将要嫁给一生中最爱的男人Mr.Big（克里斯•诺斯饰），他们拥有自己的房子。她怀着激动的心情与好友们分享心情。可是婚礼的筹备让大先生感受到了压力。这时米兰达的婚姻出现了问题，因为米兰达的一句话，使大先生对自己这第三次婚姻更感不安了。果然，大先生拒绝在婚礼当天出现，即使他想回头的时候，已经伤透了凯莉的心。好友们极力安慰凯莉，米兰达也深感内疚。凯莉搬回了自己的公寓，在助手的帮助下开始了新生活。凯莉每天都想念着大先生，当米兰达告诉她自己的内疚之处时，她生气不已。几个月过去了，夏洛特再次遇到了大先生，他把即将临盘的夏洛特送进医院，同时也期待凯莉的出现……,迈克尔·帕特里克·金 导演,莎拉·杰茜卡·帕克 演员,金·凯特罗尔 演员,克里斯汀·戴维斯 演员,辛西娅·尼克松 演员,詹妮弗·哈德森 演员,,
精灵鼠小弟 Stuart Little,喜剧家庭奇幻冒险,1999,"https://movie.douban.com/subject/1295242
",9岁的乔治这天迎来了一个弟弟——小白鼠斯图亚特。这是他爸爸妈妈从孤儿院领回来的可爱精灵，会说话，有智慧，并且很希望有自己的家。然而，乔治却不喜欢斯图亚特，不愿意和他作伴。斯图亚特为此颇为犯愁。更令它处境不妙的是，它成为了肥猫眼中的佳肴，在虎视眈眈下过着冒险的生活。乔治参加了一个航模赛，但是他却一路遭到挫折，先是父亲没能帮他做好模型，当模型好不容易做成了，遥控器却在比赛那天被别人踩坏。在乔治每一次陷入困难的时候，正是斯图亚特机敏勇敢的出手相助，让乔治顺利过关。斯图亚特努力的付出，终于被小乔治接纳，这只小白鼠在乔治家中得到了温暖的归属。,罗伯·明可夫 导演,迈克尔·J·福克斯 演员,吉娜·戴维斯 演员,休·劳瑞 演员,乔纳森·利普尼基 演员,内森·连恩 演员,,
无极,剧情动作奇幻,2005,"https://movie.douban.com/subject/1419969
",穷女孩受到命运女神满神（陈红）的特殊眷顾，长大成人后做了集万般宠爱于一身的王妃倾城（张柏芝），但是因此也成了被命运咒语所诅咒的“永远得不到真爱，除非时光倒流，人死复生”之人。在与北宫爵无欢（谢霆峰）、大将军光明（真田广之）等人进行的爱情角力中，倾城一次次被对方当作筹码，咒语灵验。但是身分卑微的奴隶昆仑奴（张东健）却是真心爱着倾城。他期望用自己接近光速的奔跑来打破加诸在倾城身上的命运锁链，好让她返回人生的起点重获选择的权利。,陈凯歌 导演,张东健 饰 昆仑,张柏芝 饰 倾城,真田广之 饰 光明,谢霆锋 饰 无欢,刘烨 饰 鬼狼,,
赛末点 Match Point,剧情爱情悬疑犯罪,2005,"https://movie.douban.com/subject/1433577
",穷小子威尔顿（乔纳森•莱斯•迈勒斯）为改变自己的命运，从爱尔兰来到伦敦当起网球教练，立誓要凭一身网球绝技混入对该运动情有独钟的上流社会。结识富家公子哥汤姆后，他得到机会，对方的妹妹克罗伊（艾米莉•莫蒂梅尔）对他一见钟情，其后，在对方的父亲的相助下，威尔顿顺利混入上流社会。正当要与克罗伊谈婚论嫁时，威尔顿邂逅汤姆的女友、来自美国的女演员诺拉（斯嘉丽•约翰逊），后者同样在为进入上流社会做着不懈的努力。相似经历令两人萌生真情，但威尔顿并没为诺拉放弃自己的计划。一切梦想都成真后，威尔顿重遇已与汤姆分手的诺拉，两人旧情复燃，威尔顿开始在她与妻子之间周旋。不久，诺拉怀孕坚拒堕胎，威尔顿迎来人生的赛点。,伍迪·艾伦 导演,乔纳森·莱斯·梅耶斯 饰 Chris Wilton,斯嘉丽·约翰逊 饰 Nola Rice,马修·古迪 饰 Tom Hewett,艾米莉·莫迪默 饰 Chloe Hewett Wilton,布莱恩·考克斯 饰 Alec Hewett,,
电子情书 You've Got Mail,喜剧爱情,1998,"https://movie.douban.com/subject/1293555
",乔（汤姆•汉克斯TomHanks饰）和凯瑟琳（梅格•瑞安MegRyan饰）是生意上的竞争对手。凯瑟琳经营着母亲留下来的小书店，那里温馨宜人，已有40年历史，为街坊所熟知。乔却是同街一间大书店的老板，凭着自身优势，一开业就搞低折扣、服务佳的策略。凯瑟琳十分排斥他的入侵，白天二人展开斗法。不料晚上却在互联网的虚拟时间中结为挚友，不知道彼此身份的夜谈，让他们感情迅速升温。虽然他们都有自己的情侣，但网络中倾心的交往令他们决定要出来见见面。然而就在此时，乔却意外知道了这个网上知己的真实身份，从此对凯瑟琳有了全新的认识，暗暗忖度该如何接近佳人……,诺拉·艾芙隆 导演,汤姆·汉克斯 演员,梅格·瑞恩 演员,凯蒂·萨戈纳 演员,格雷戈·金尼尔 演员,帕克·波西 演员,,
暮光之城2：新月 The Twilight Saga: New Moon,剧情爱情惊悚奇幻,2009,"https://movie.douban.com/subject/3148027
","贝拉（克里斯汀•斯图尔特KristenStewart饰）的18岁生日到了，父亲送了她礼物。爱德华（罗伯特•帕丁森RobertPattinson饰）大方示爱，并为她讲述了意大利吸血鬼王族的传奇。爱德华的红发妹妹爱丽丝（阿什丽•格林尼AshleyGreene饰）特意为贝拉举办的生日派对,期间,贝拉无意中划伤了手臂，遭到加斯帕的袭击，靠着爱德华的庇护，才逃过一劫。不过，此后，爱德华逐渐疏远贝拉，并提出了分手。这令贝拉心寒，但爱德华也有苦衷，仍在暗中保护贝拉。贝拉处于空窗期，昔日老友雅各布（泰勒•洛特TaylorLautner饰）嘘寒问暖，两人的关系也由此升温。此后,贝拉因为跳崖获救,才得知雅各布是狼人,专门对付吸血鬼。与此同时，不知情的爱德华以为贝拉自杀，心灰意冷，来到意大利请求王族结束自己的生命……本片根据美国女作家斯蒂芬妮•梅...(展开全部)",克里斯·韦兹 导演,克里斯汀·斯图尔特 演员,罗伯特·帕丁森 演员,泰勒·洛特纳 演员,达科塔·范宁 演员,安娜·肯德里克 演员,,
出租车司机 Taxi Driver,剧情犯罪,1976,"https://movie.douban.com/subject/1292222
",特拉维斯（罗伯特·德尼罗RobertDeNiro饰）从越战中退伍回来后一直在纽约以开出租车为生。战争后的他多少有些失落，加上开出租车目睹了纽约夜幕下的种种罪恶，令他变得愤世嫉俗、痛恨社会。在追求总统候选人帕兰坦竞选办公室的秘书贝西失败后，特拉维斯决定去刺杀帕兰坦以证明自己。在准备刺杀行动的过程中，特拉维斯遇上了被逼卖淫的雏妓艾瑞斯。在企图救艾瑞斯出火坑未果后，特拉维斯手持武器闯进淫窝，将里面的一干人等通通干掉了！本以为即将收到法律的惩罚，然而媒体却将特拉维斯描述成了一个拯救少女的英雄……,马丁·斯科塞斯 导演,罗伯特·德尼罗 饰 特拉维斯·比克尔 Travis Bickle,朱迪·福斯特 饰 艾瑞斯 Iris,斯碧尔·谢波德 饰 贝西 Betsy,艾伯特·布鲁克斯 饰 汤姆 Tom,哈威·凯特尔 饰 斯波特 Sport,,
斯巴达300勇士 300,动作历史战争,2006,"https://movie.douban.com/subject/1853176
",这部电影描述了人类史上最残酷的战争之一：温泉关之战。公元前480年，波斯国王薛西斯一世（罗德里格•桑托罗RodrigoSantoro饰）亲率30万大军征战希腊。希腊各个城邦迅速派出军队结成了联军，准备抵御波斯军队的入侵。防线的最前线设在希腊的温泉关，此处由斯巴达城的国王列奥尼达（杰拉德•巴特勒GerardButler饰）率领本城300精兵和联军4000余人镇守。由于叛徒的出卖，希腊军队被波斯军队抄到了身后形成围剿之势。列奥尼达为了保存联军实力，让联军首先撤退，自己率领300精兵死守温泉关断后。数以十万波斯大军浩浩汤汤蜂拥而至，自知必死的斯巴达士兵反而士气高涨，在战斗中爆发出惊人的战力。整个战争整整持续了2天，最后列奥尼达和他的300精兵全部阵亡，而波斯军队则损失了20000多士兵，薛西斯一世的两个兄弟也在此役中战死……,扎克·施奈德 导演,杰拉德·巴特勒 饰 King Leonidas,琳娜·海蒂 饰 Queen Gorgo,多米尼克·韦斯特 饰 Theron,大卫·文翰 饰 Dilios,文森特·里根 饰 Captain,,
终结者 The Terminator,动作科幻惊悚,1984,"https://movie.douban.com/subject/1300656
",这是一个未来的世界，天下已经由机器人来操控。机器人想完全占有这个世界，把人类赶尽杀绝，然而却遇到了顽强抵抗的人类精英康纳。于是，终结者机器人T-800（阿诺•施瓦辛格ArnoldSchwarzenegger饰）受命回到1984年，杀害康纳母亲莎拉（琳达•汉密尔顿LindaHamilton饰），目的是灭掉康纳的出生。康纳得知后，火速派战士雷斯（迈克尔•比恩MichaelBiehn饰）前往救援。雷斯来到1984年的洛杉矶，及时搭救了被机器人追杀的莎拉——她当时还是一个大学生。然而，人们把雷斯当成疯子，不相信未来机器人统治世界。直到莎拉又一次遭到机器人追击，她才相信了这一切。奔走中她和雷斯相爱，怀上了未来的康纳，而雷斯也陷入和机器人的苦斗当中。人类世界能否从因为这场斗争改变原来的噩运？,詹姆斯·卡梅隆 导演,阿诺·施瓦辛格 饰 Terminator,迈克尔·比恩 饰 Kyle Reese,琳达·汉密尔顿 饰 Sarah Connor,保罗·温菲尔德 饰 Lieutenant Ed Traxler,兰斯·亨利克森 饰 Detective Hal Vukovich,,
逃学威龙 逃學威龍,喜剧动作爱情,1991,"https://movie.douban.com/subject/1302090
",周星星（周星驰饰）是飞虎队队长，奉命以卧底的身份到圣育强中学寻找警司于参观时被窃的配枪。周星星就算百般无奈还是接受了任务。他很快适应了学校的生活，功夫高强的他也受到了学校众多学生的拥戴，周星星也顺势调查失枪案件。警队的另一位卧底曹达华（吴孟达饰）也参与了这个案件，最后也与同学一起合力，帮助周星星破获一踪大型军火贩卖案件。,陈嘉上 导演,周星驰 饰 周星星,张敏 演员,吴孟达 饰 曹达华,张耀扬 饰 Brother Teddy,黄一山 饰 Turtle Wong,,
了不起的狐狸爸爸 Fantastic Mr. Fox,喜剧动画冒险,2009,"https://movie.douban.com/subject/1759386
",本片根据挪威藉英国儿童文学作家罗尔德·达尔（RoaldDahl）的同名儿童故事改编。狐狸爸爸（乔治·克鲁尼GeorgeClooney配音）和狐狸太太（梅丽尔斯·特里普MerylStreep配音）在乳鸽场偷窃时得知狐狸太太怀孕，狐狸爸爸承诺二人脱逃后不再行窃。两年后，狐狸爸爸不顾獾律师（比尔·默瑞BillMurray配音）的反对，执意购入了位于养鸡场、火腿商和苹果酒三农场主地界上的树屋。一心想成为运动员的狐狸儿子艾什（詹森·舒瓦兹曼JasonSchwartzman配音）对新搬来暂住的表兄克里斯托弗森（艾瑞克·蔡斯·安德森EricChaseAnderson配音）又妒又恨；而狐狸爸爸则再次按奈不住，联合树屋管理员负鼠凯利（华莱士·沃勒德斯基WallaceWolodarsky配音）秘密对三农场主再行偷窃，直到引来一场人...(展开全部),韦斯·安德森 导演,乔治·克鲁尼 配 狐狸爸爸 Mr. Fox,梅丽尔·斯特里普 配 狐狸妈妈 Mrs. Fox,詹森·舒瓦兹曼 配 狐狸艾什 Ash,埃里克·蔡斯·安德森 配 克里斯托弗森 Kristofferson,比尔·默瑞 配 獾律师 Badger,,
